Date,Open,High,Low,Close,Adj Close,Volume
2023-06-20,49.77000045776367,49.77000045776367,49.61000061035156,49.61000061035156,48.778568267822266,1100
2023-06-21,49.63999938964844,49.65999984741211,49.47999954223633,49.61000061035156,48.778568267822266,1500
2023-06-22,49.279998779296875,49.41999816894531,49.189998626708984,49.380001068115234,48.678016662597656,2200
2023-06-23,48.810001373291016,48.88999938964844,48.77000045776367,48.88999938964844,48.194976806640625,1700
2023-06-26,48.790000915527344,48.790000915527344,48.790000915527344,48.790000915527344,48.09640121459961,100
2023-06-27,47.72999954223633,49.04999923706055,47.72999954223633,48.97999954223633,48.28369903564453,1500
2023-06-28,48.97999954223633,48.97999954223633,48.97999954223633,48.97999954223633,48.28369903564453,100
2023-06-29,49.0099983215332,49.09000015258789,48.91999816894531,49.09000015258789,48.39213562011719,2100
2023-06-30,49.349998474121094,49.61000061035156,49.349998474121094,49.61000061035156,48.904747009277344,1900
2023-07-03,48.15999984741211,49.54999923706055,48.15999984741211,49.369998931884766,48.668155670166016,1600
2023-07-05,49.09000015258789,49.20000076293945,49.0,49.20000076293945,48.500572204589844,1900
2023-07-06,48.220001220703125,48.59000015258789,48.099998474121094,48.099998474121094,47.41620635986328,8500
2023-07-07,48.34000015258789,48.95000076293945,48.34000015258789,48.66999816894531,47.97810363769531,1400
2023-07-10,48.7400016784668,48.77000045776367,48.66999816894531,48.66999816894531,47.97810363769531,4700
2023-07-11,48.790000915527344,49.119998931884766,48.72999954223633,49.119998931884766,48.42170715332031,1300
2023-07-12,48.099998474121094,50.13999938964844,48.099998474121094,50.02000045776367,49.30891418457031,2200
2023-07-13,50.220001220703125,50.84000015258789,50.220001220703125,50.560001373291016,49.84123992919922,700
2023-07-14,50.7599983215332,50.7599983215332,50.38999938964844,50.72999954223633,50.008819580078125,9800
2023-07-17,51.0,51.560001373291016,51.0,51.560001373291016,50.8270263671875,1200
2023-07-18,51.36000061035156,51.41999816894531,51.36000061035156,51.41999816894531,50.68901443481445,8700
2023-07-19,51.13999938964844,51.31999969482422,51.060001373291016,51.290000915527344,50.56086349487305,900
2023-07-20,51.29999923706055,51.5099983215332,51.130001068115234,51.130001068115234,50.403133392333984,9100
2023-07-21,51.47999954223633,51.529998779296875,51.380001068115234,51.45000076293945,50.718589782714844,3800
2023-07-24,50.88999938964844,51.810001373291016,50.88999938964844,51.4900016784668,50.758018493652344,800
2023-07-25,52.08000183105469,52.2599983215332,52.08000183105469,52.2599983215332,51.517066955566406,900
2023-07-26,51.869998931884766,52.11000061035156,51.869998931884766,52.11000061035156,51.369205474853516,800
2023-07-27,52.5099983215332,52.52000045776367,51.66999816894531,51.66999816894531,50.935455322265625,1800
2023-07-28,52.72999954223633,52.939998626708984,52.66999816894531,52.84000015258789,52.08882522583008,900
2023-07-31,52.63999938964844,53.11000061035156,52.63999938964844,53.11000061035156,52.354984283447266,900
2023-08-01,52.70000076293945,52.70000076293945,52.58000183105469,52.58000183105469,51.832523345947266,400
2023-08-02,51.52000045776367,51.52000045776367,51.13999938964844,51.13999938964844,50.412994384765625,1900
2023-08-03,51.540000915527344,51.68000030517578,51.380001068115234,51.380001068115234,50.64958190917969,1600
2023-08-04,51.70000076293945,52.04999923706055,51.4900016784668,51.4900016784668,50.758018493652344,800
2023-08-07,51.59000015258789,51.77000045776367,51.59000015258789,51.77000045776367,51.03403854370117,600
2023-08-08,51.65999984741211,51.65999984741211,51.619998931884766,51.650001525878906,50.915748596191406,800
2023-08-09,51.88999938964844,51.88999938964844,51.88999938964844,51.88999938964844,51.15232849121094,100
2023-08-10,51.9900016784668,52.27000045776367,51.95000076293945,51.95000076293945,51.21147918701172,800
2023-08-11,51.45000076293945,51.45000076293945,51.36000061035156,51.36000061035156,50.62986373901367,400
2023-08-14,50.060001373291016,51.4900016784668,50.060001373291016,51.38999938964844,50.65944290161133,3500
2023-08-15,51.0099983215332,51.02000045776367,50.970001220703125,51.02000045776367,50.294700622558594,700
2023-08-16,51.029998779296875,51.18000030517578,50.599998474121094,50.689998626708984,49.969390869140625,800
2023-08-17,50.0,50.939998626708984,50.0,50.18000030517578,49.46664047241211,1300
2023-08-18,50.150001525878906,50.369998931884766,50.040000915527344,50.310001373291016,49.594791412353516,1600
2023-08-21,49.36000061035156,50.65999984741211,49.36000061035156,50.65999984741211,49.9398193359375,2400
2023-08-22,50.84000015258789,50.939998626708984,50.63999938964844,50.939998626708984,50.21583557128906,800
2023-08-23,50.0,51.41999816894531,50.0,51.41999816894531,50.68901443481445,700
2023-08-24,51.68000030517578,51.68000030517578,51.04999923706055,51.04999923706055,50.324275970458984,1000
2023-08-25,51.290000915527344,51.54999923706055,51.290000915527344,51.54999923706055,50.81716537475586,400
2023-08-28,52.060001373291016,52.060001373291016,52.0,52.0,51.260765075683594,200
2023-08-29,52.290000915527344,52.619998931884766,52.290000915527344,52.61000061035156,51.86209487915039,3000
2023-08-30,52.97999954223633,52.97999954223633,52.58000183105469,52.58000183105469,51.832523345947266,1200
2023-08-31,52.369998931884766,52.369998931884766,52.189998626708984,52.189998626708984,51.44806671142578,400
2023-09-01,51.97999954223633,52.540000915527344,51.97999954223633,52.15999984741211,51.418495178222656,2700
2023-09-05,50.43000030517578,52.220001220703125,50.43000030517578,51.61000061035156,50.876312255859375,3300
2023-09-06,51.599998474121094,51.599998474121094,51.58000183105469,51.58000183105469,50.84674072265625,300
2023-09-07,50.7400016784668,51.060001373291016,50.7400016784668,50.86000061035156,50.13697814941406,500
2023-09-08,50.88999938964844,50.88999938964844,50.310001373291016,50.380001068115234,49.66379928588867,2600
2023-09-11,50.90999984741211,50.90999984741211,50.83000183105469,50.83000183105469,50.10740661621094,18500
2023-09-12,50.68000030517578,50.68000030517578,50.45000076293945,50.5,49.7820930480957,21600
2023-09-13,50.279998779296875,50.40999984741211,50.279998779296875,50.40999984741211,49.6933708190918,200
2023-09-14,50.650001525878906,50.779998779296875,50.650001525878906,50.779998779296875,50.058109283447266,200
2023-09-15,50.66999816894531,50.66999816894531,50.439998626708984,50.439998626708984,49.72294235229492,600
2023-09-18,50.790000915527344,50.790000915527344,50.790000915527344,50.790000915527344,50.06796646118164,100
2023-09-19,50.36000061035156,50.43000030517578,50.0099983215332,50.369998931884766,49.653934478759766,4700
2023-09-20,50.939998626708984,50.939998626708984,50.369998931884766,50.369998931884766,49.653934478759766,600
2023-09-21,49.720001220703125,49.720001220703125,49.349998474121094,49.41999816894531,48.71744155883789,2300
2023-09-22,49.650001525878906,49.720001220703125,49.38999938964844,49.4900016784668,48.78644943237305,700
2023-09-25,48.959999084472656,48.959999084472656,48.90999984741211,48.90999984741211,48.338741302490234,600
2023-09-26,48.70000076293945,48.810001373291016,48.02000045776367,48.02000045776367,47.45913314819336,700
2023-09-27,48.540000915527344,48.619998931884766,48.529998779296875,48.619998931884766,48.052127838134766,600
2023-09-28,49.27000045776367,49.27000045776367,49.27000045776367,49.27000045776367,48.69453811645508,100
2023-09-29,49.02000045776367,49.02000045776367,49.02000045776367,49.02000045776367,48.447452545166016,100
2023-10-02,48.77000045776367,48.77000045776367,48.77000045776367,48.77000045776367,48.200374603271484,300
2023-10-03,47.63999938964844,47.63999938964844,47.400001525878906,47.400001525878906,46.84638214111328,500
2023-10-04,47.47999954223633,47.47999954223633,46.95000076293945,47.459999084472656,46.905677795410156,3700
2023-10-05,47.459999084472656,47.81999969482422,47.40999984741211,47.81999969482422,47.261470794677734,1100
2023-10-06,48.15999984741211,48.58000183105469,48.15999984741211,48.58000183105469,48.012596130371094,1200
2023-10-09,46.97999954223633,48.61000061035156,46.97999954223633,48.33000183105469,47.7655143737793,400
2023-10-10,49.0,49.33000183105469,48.970001220703125,49.18000030517578,48.605587005615234,2800
2023-10-11,49.9900016784668,50.33000183105469,49.81999969482422,50.33000183105469,49.742156982421875,800
2023-10-12,48.869998931884766,49.88999938964844,48.869998931884766,49.68000030517578,49.0997428894043,2400
2023-10-13,49.43000030517578,49.43000030517578,49.400001525878906,49.43000030517578,48.852664947509766,1200
2023-10-16,49.68000030517578,49.689998626708984,49.68000030517578,49.689998626708984,49.10962677001953,600
2023-10-17,50.04999923706055,50.04999923706055,50.04999923706055,50.04999923706055,49.465423583984375,200
2023-10-18,49.56999969482422,49.56999969482422,49.029998779296875,49.099998474121094,48.526519775390625,2100
2023-10-19,48.279998779296875,48.279998779296875,48.11000061035156,48.11000061035156,47.5480842590332,400
2023-10-20,47.5099983215332,47.61000061035156,47.5099983215332,47.61000061035156,47.053924560546875,300
2023-10-23,46.54999923706055,47.52000045776367,46.54999923706055,47.52000045776367,46.9649772644043,900
2023-10-24,46.369998931884766,48.25,46.369998931884766,47.880001068115234,47.32077407836914,3800
2023-10-25,47.86000061035156,47.86000061035156,47.599998474121094,47.599998474121094,47.04404067993164,300
2023-10-26,47.52000045776367,47.58000183105469,47.380001068115234,47.58000183105469,47.02427673339844,1700
2023-10-27,47.2400016784668,47.2400016784668,47.2400016784668,47.2400016784668,46.68824768066406,100
2023-10-30,47.529998779296875,47.689998626708984,47.380001068115234,47.470001220703125,46.91556167602539,3700
2023-10-31,47.150001525878906,47.16999816894531,47.150001525878906,47.16999816894531,46.61906051635742,200
2023-11-01,47.119998931884766,48.189998626708984,47.119998931884766,48.189998626708984,47.62714767456055,400
2023-11-02,48.790000915527344,49.060001373291016,48.790000915527344,49.060001373291016,48.48698806762695,400
2023-11-03,49.59000015258789,49.869998931884766,49.59000015258789,49.869998931884766,49.28752899169922,400
2023-11-06,49.880001068115234,49.880001068115234,49.619998931884766,49.619998931884766,49.040443420410156,400
2023-11-07,49.0099983215332,49.27000045776367,49.0099983215332,49.27000045776367,48.69453811645508,500
2023-11-08,49.2599983215332,49.470001220703125,49.2599983215332,49.470001220703125,48.8922004699707,1400
2023-11-09,49.47999954223633,49.47999954223633,48.95000076293945,48.95000076293945,48.378273010253906,700
2023-11-10,49.29999923706055,49.86000061035156,49.29999923706055,49.86000061035156,49.27764129638672,1700
2023-11-13,49.849998474121094,49.849998474121094,49.779998779296875,49.779998779296875,49.198577880859375,200
2023-11-14,50.95000076293945,50.95000076293945,50.95000076293945,50.95000076293945,50.354915618896484,100
2023-11-15,51.029998779296875,51.150001525878906,50.540000915527344,50.70000076293945,50.10783004760742,6500
2023-11-16,50.70000076293945,50.7599983215332,50.599998474121094,50.7599983215332,50.16712951660156,1800
2023-11-17,51.040000915527344,51.040000915527344,51.040000915527344,51.040000915527344,50.44386291503906,100
2023-11-20,51.810001373291016,53.0099983215332,51.810001373291016,53.0099983215332,52.39085006713867,4500
2023-11-21,52.4900016784668,52.4900016784668,52.29999923706055,52.29999923706055,51.689144134521484,500
2023-11-22,52.43000030517578,52.529998779296875,52.369998931884766,52.529998779296875,51.91645812988281,400
2023-11-24,53.2599983215332,53.54999923706055,53.2599983215332,53.54999923706055,52.92454528808594,200
2023-11-27,53.75,54.18000030517578,53.7400016784668,54.18000030517578,53.54718780517578,1400
2023-11-28,53.52000045776367,53.52000045776367,53.5,53.5,52.875125885009766,400
2023-11-29,53.88999938964844,54.189998626708984,53.88999938964844,54.189998626708984,53.557064056396484,400
2023-11-30,53.869998931884766,53.869998931884766,53.84000015258789,53.84000015258789,53.211158752441406,400
2023-12-01,54.09000015258789,54.45000076293945,54.09000015258789,54.45000076293945,53.81403732299805,400
2023-12-04,53.75,54.099998474121094,53.75,54.099998474121094,53.468116760253906,3400
2023-12-05,53.630001068115234,53.7400016784668,53.560001373291016,53.7400016784668,53.112327575683594,1800
2023-12-06,54.02000045776367,54.02000045776367,53.130001068115234,53.25,52.628047943115234,1500
2023-12-07,53.0099983215332,53.70000076293945,53.0099983215332,53.70000076293945,53.072792053222656,500
